PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;"CODIGO
RENIPRESS
MODULAR";NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;ESSALUD;LAMBAYEQUE;LAMBAYEQUE;OLMOS;GD-3;00027743;POSTA MEDICA OLMOS;I-2;ESSALUD;NO;NO;-59873416;-797455956;ATAHUALPA
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;ESSALUD;LAMBAYEQUE;LAMBAYEQUE;TUCUME;GD-3;00008608;POSTA MEDICA DE TUCUME;I-2;ESSALUD;NO;NO;-65118717;-798610045;AV. FEDERICO VILLAREAL 294
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;GD-2;00004326;PAMPA GRANDE;I-3;NACIONAL;NO;NO;-675191667;-7948157833;CALLE 08-GARCILAZO DE LA VEAGA S/N MZ. 85, LOTE 1 -  PAMPA GRANDE
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;CHICLAYO;CHONGOYAPE;GD-2;00004325;VICTOR ENRIQUE TIRADO BONILLA-CHONGOYAPE;I-3;NACIONAL;NO;NO;-664272667;-7938460167;CALLE:LOS  ANDES Nº 1120
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;CHICLAYO;LAGUNAS;GD-2;00004359;MOCUPE VIEJO (TRADIC.);I-2;NACIONAL;NO;NO;-698965667;-7962126833;JR. BOLOGNESI Nº 228
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;GD-2;00004364;NUEVA ARICA;I-2;NACIONAL;NO;NO;-687273376;-79340632;RUPERTO BACA CUADRA 2
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;CHICLAYO;PUCALA;GD-2;00006997;PUCALA;I-3;NACIONAL;NO;NO;-6779125;-7960789167;AV.SANTA ROSA S/N - PUCALA
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;CAÑARIS;GD-5;00004397;KAÑARIS;I-3;REGIONAL;SI;NO;-604664185;-7926527205;CASERIO KAÑARIS
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;INCAHUASI;GD-5;00004455;INKAWASI;I-3;NACIONAL;NO;NO;-623609338;-7931693995;CALLE LOS EUCALIPTOS S/N
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;INCAHUASI;GD-5;00004457;UYURPAMPA;I-2;NACIONAL;NO;NO;-621961426;-7936141504;CASESIO UYURPAMPA
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;MANUEL ANTONIO MESONES MURO;GD-2;00004443;MESONES MURO;I-3;NACIONAL;NO;NO;-664546638;-7973878664;AV.VICTOR RAUL HAYA DE LA TORRE S/N
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;PITIPO;GD-2;00004451;BATANGRANDE;I-2;NACIONAL;NO;NO;-648316099;-7965195647;CENTRO POBLADO  BATANGRANDE
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;PITIPO;GD-2;00007022;LA ZARANDA;I-2;NACIONAL;NO;NO;-64866794;-7973277164;MZ.G  LOTE 1 - LA ZARANDA
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;FERREÑAFE;PITIPO;GD-2;00004444;PITIPO;I-3;NACIONAL;NO;NO;-656545332;-797807221;CALLE MIGUEL GRAU Nº 200
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;GD-2;00004380;MOCHUMI;I-3;NACIONAL;NO;NO;-654940333;-7986395333;CALLE FEDERICO VILLARREAL S/N
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;LAMBAYEQUE;MORROPE;GD-3;00004429;CRUZ DEL MEDANO;I-3;NACIONAL;NO;NO;-651310639;-7996234735;CALLE SAN MARTIN S/N CPM CRUZ DEL MEDANO
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;LAMBAYEQUE;SALAS;GD-5;00004417;COLAYA;I-3;NACIONAL;NO;NO;-608278065;-7950655055;CENTRO POBLADO COLAYA
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;LAMBAYEQUE;SALAS;GD-5;00004387;PENACHI;I-2;NACIONAL;NO;NO;-616967333;-7947048333;CALLE CRUZ DE YANAHUANCA S/N
ODONTOLOGIA;SEDE CENTRAL;1;LAMBAYEQUE;GOBIERNO REGIONAL;LAMBAYEQUE;LAMBAYEQUE;SALAS;GD-3;00004386;SALAS;I-3;NACIONAL;NO;NO;-627498667;-7960864167;CALLE CACERES Nº 100 - SALAS
ODONTOLOGIA;SEDE CENTRAL;1;LIMA NORTE;MINSA;LIMA;LIMA;ANCON;GD-2;00016525;PUESTO DE SALUD VILLAS DE ANCON;I-2;NACIONAL;NO;NO;-117339705;-771459659;MZ X ASOCIACION PRO-VIVIENDA VILLAS DE ANCON
ODONTOLOGIA;SEDE CENTRAL;1;LIMA NORTE;SANIDAD DE LA MARINA DE GUERRA DEL PERU;LIMA;LIMA;ANCON;GD-2;00014685;POLICLINICO NAVAL DE ANCON;I-3;MGP;NO;NO;-11749298;-77165688;AV. PANAMERICANA NORTE S/N KM 47.5
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;ESSALUD;LIMA;BARRANCA;PARAMONGA;GD-1;00010394;CENTRO DE ATENCION PRIMARIA II PARAMONGA;I-3;ESSALUD;NO;NO;-106745663;-778160806;AV. MIGUEL GRAU S/N - PARAMONGA
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;ESSALUD;LIMA;HUAURA;SAYAN;GD-2;00025427;CAP II SAYÁN;I-3;ESSALUD;NO;NO;-111374632;-771973997;BARTOLOME SUAREZ
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAJATAMBO;GORGOR;GD-4;00005700;GORGOR;I-2;REGIONAL;NO;NO;-1062146375;-7704127083;AV. PACIFICO S/N
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAJATAMBO;HUANCAPON;GD-3;00005635;HUANCAPON;I-2;REGIONAL;NO;NO;-1054919667;-7711285167;CALLE PRINCIPAL S/N
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAJATAMBO;MANAS;GD-2;00005637;MANAS;I-2;REGIONAL;NO;NO;-1059494;-77167395;CALLE GRAU S/N
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;CAÑETE;CHILCA;GD-3;00006071;CHILCA;I-3;NACIONAL;NO;NO;-1251942557;-7673931878;AV. MARIANO IGNACIO PRADO Nº 690
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUARAL;PACARAOS;GD-3;00005591;VICHAYCOCHA;I-2;NACIONAL;NO;NO;-1114022994;-7662456641;CENTRO POBLADO VICHAYCOCHA
ODONTOLOGIA;SEDE CENTRAL;1;LIMA REGION;GOBIERNO REGIONAL;LIMA;HUAROCHIRI;HUAROCHIRI;GD-3;00005871;CENTRO DE SALUD HUAROCHIRI;I-3;REGIONAL;SI;NO;-1213852064;-7623460168;AV. SANTA ROSA S/N
ODONTOLOGIA;SEDE CENTRAL;1;LIMA SUR;SANIDAD DE LA POLICIA NACIONAL DEL PERU;LIMA;LIMA;SAN BARTOLO;GD-2;00019390;POSTA MEDICA ETS. PNP. SAN BARTOLO;I-2;PNP;NO;NO;-123849381;-767704642;AV. EL GOLF S/N SAN BARTOLO
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;ESSALUD;LORETO;ALTO AMAZONAS;YURIMAGUAS;GD-4;00020274;ESSALUD - HOSPITAL I YURIMAGUAS;II-1;ESSALUD;NO;NO;-589606;-7611616333;HUMBOLT N° 100
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;ESSALUD;LORETO;LORETO;NAUTA;GD-4;00011403;CENTRO DE ATENCION PRIMARIA II NAUTA;I-3;ESSALUD;NO;NO;-45062377;-735842244;TARAPACA N° 1179 - NAUTA
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;ESSALUD;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;GD-4;00011556;CENTRO DE ATENCION PRIMARIA II CABALLOCOCHA;I-3;ESSALUD;NO;NO;-390854887;-7051701259;CALLE RAMON CASTILLA N° 700
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;ESSALUD;LORETO;REQUENA;REQUENA;GD-4;00011405;CAP II REQUENA;I-3;ESSALUD;NO;NO;-50624105;-7385676392;MALECON BOLOGNESI S/N
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;ESSALUD;LORETO;UCAYALI;CONTAMANA;GD-3;00010843;POSTA MEDICA ESSALUD CONTAMANA;I-2;ESSALUD;NO;NO;-73512027;-75008606;CALLE ALBERTO ANGULO S/N
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;ALTO AMAZONAS;BALSAPUERTO;GD-4;00000187;C.S.  I-4 BALSAPUERTO;I-4;NACIONAL;NO;NO;-58348331;-7655968496;LOCALIDAD BALSAPUERTO
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;LORETO;TIGRE;GD-5;00000101;CENTRO DE SALUD I-3 INTUTO;I-3;REGIONAL;SI;NO;-34891384;-747814393;28 DE JULIO
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;LORETO;TROMPETEROS;GD-5;00007459;I-3 PUCACURO DE TROMPETERO;I-3;NACIONAL;SI;NO;-344947;-7542941;COMUNIDAD DE NUEVO PUCACURO
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MARISCAL RAMON CASTILLA;YAVARI;GD-5;00000125;C.S. I-3 ISLANDIA DEL YAVARI;I-3;NACIONAL;SI;NO;-435246203;-7004295178;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MARISCAL RAMON CASTILLA;YAVARI;GD-4;00000291;SANTA ROSA DE RAMON CASTILLA;I-3;NACIONAL;SI;NO;-422660218;-6995587232;COMUNIDAD FRONTERIZA SANTA ROSA RIO AMAZONAS
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;ALTO NANAY;GD-4;00000004;C.S. I-3 SANTA MARIA DE NANAY;I-3;NACIONAL;SI;NO;-388899772;-7369678536;CASERIO DE SANTA MARIA DE NANAY
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;FERNANDO LORES;GD-4;00000037;TAMSHIYACU;I-3;NACIONAL;NO;NO;0;0;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;INDIANA;GD-5;00000054;ACLAS I-3 INDIANA;I-3;NACIONAL;NO;NO;-349955556;-7303855748;CASERIO DE INDIANA
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;LAS AMAZONAS;GD-5;00000063;YANASHI;I-3;NACIONAL;SI;NO;-358767345;-7225568419;CASERIO YANASHI
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;NAPO;GD-4;00000066;HOSPITAL II-1 SANTA CLOTILDE;II-1;NACIONAL;SI;NO;-248939688;-7367675328;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;MAYNAS;TORRES CAUSANA;GD-4;00000074;P.S. I-2 MCABO PANTOJA DE TORRES CAUSANA;I-2;NACIONAL;SI;NO;-0,97041934;-7517465847;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;REQUENA;JENARO HERRERA;GD-5;00000136;CENTRO DE SALUD I-3 GENARO HERRERA;I-3;NACIONAL;NO;NO;-490499422;-7366463391;CASERIO DE JENARO HERRERA SIN NUMERO
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;GOBIERNO REGIONAL;LORETO;UCAYALI;SARAYACU;GD-5;00000182;CENTRO DE ALUD I-3 TIERRA BLANCA;I-3;NACIONAL;SI;NO;-654976828;-7517958948;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;SANIDAD DE LA MARINA DE GUERRA DEL PERU;LORETO;MAYNAS;PUNCHANA;GD-2;00010736;CLÍNICA NAVAL DE IQUITOS;I-4;MGP;NO;NO;-373172833;-7324118167;AVENIDA DE LA MARINA S/N
ODONTOLOGIA;SEDE CENTRAL;1;LORETO;SANIDAD DE LA MARINA DE GUERRA DEL PERU;LORETO;MAYNAS;PUNCHANA;GD-2;00010816;SANIDAD DE LA BASE NAVAL DE IQUITOS;I-2;MGP;NO;NO;-37260518;-732483604;BASE NAVAL DE SANTA CLOTILDE - RIO AMAZONAS
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;ESSALUD;MADRE DE DIOS;TAHUAMANU;IBERIA;GD-2;00009317;POSTA MEDICA IBERIA;I-2;ESSALUD;NO;NO;-114101563;-6949053763;AV. MOCOPATA S/N BARRIO EMPLEADOS
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;MANU;HUEPETUHE;GD-3;00002775;HUEPETUHE;I-3;REGIONAL;SI;NO;-1299798973;-7053422322;AV. BANCOPATA S/N
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;MANU;MADRE DE DIOS;GD-3;00002774;BOCA COLORADO;I-2;NACIONAL;NO;NO;-1261959738;-7039459923;AV. FITZCARRALD CON AV.COLORADO
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;MANU;MANU;GD-3;00002773;SALVACION;I-3;REGIONAL;SI;NO;-1283561874;-7136059931;BARRIO NUEVA ESPERANZA LOTE Nº06MZNA.J
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;TAHUAMANU;IÑAPARI;GD-2;00002789;IÑAPARI;I-2;NACIONAL;SI;NO;-1094593375;-6957684276;AV BRASIL S/N IÑAPARI
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;TAMBOPATA;INAMBARI;GD-2;00002729;MAZUKO;I-3;NACIONAL;SI;NO;-1310092986;-703671944;AV. INAMBARI S/N  KM 173 PTO MALD-CUSCO
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;TAMBOPATA;LABERINTO;GD-2;00002758;LABERINTO;I-2;NACIONAL;SI;NO;-127176711;-6958775788;AV. TAMBOPATA C-1
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;GD-2;00002745;MAVILA;I-2;NACIONAL;SI;NO;-1193553086;-6911884566;CARRETERA MALDONADO IBERIA KM. 80
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;GOBIERNO REGIONAL;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;GD-2;00002744;PLANCHON;I-2;NACIONAL;SI;NO;-1227947563;-6915350044;JR. REAÑO MONCADA MZ.B LT.3
ODONTOLOGIA;SEDE CENTRAL;1;MADRE DE DIOS;SANIDAD DE LA MARINA DE GUERRA DEL PERU;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;GD-1;00009322;ENFERMERÍA SERVICIOS DE SANIDAD NAVAL;I-2;MGP;SI;NO;-1259375282;-6917472503;JR. BILLINGHURST CUADRA 1
ODONTOLOGIA;SEDE CENTRAL;1;MOQUEGUA;ESSALUD;MOQUEGUA;MARISCAL NIETO;TORATA;GD-2;00016151;CENTRO DE ATENCION PRIMARIA II TORATA;I-2;ESSALUD;NO;NO;-1707602376;-7084323296;PASAJE ALEGOMA 2 SECTOR EL MOGOTE ANEXO LA PASCANA
ODONTOLOGIA;SEDE CENTRAL;1;MOQUEGUA;GOBIERNO REGIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;GD-5;00002847;P.S. CHOJATA;I-2;REGIONAL;SI;NO;-1638840527;-707292403;CALLE JUAN VELAZCO ALVARADO S/N
ODONTOLOGIA;SEDE CENTRAL;1;MOQUEGUA;GOBIERNO REGIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;GD-5;00002853;P.S. LLOQUE;I-2;NACIONAL;SI;NO;-163239258;-7073876039;CALLE COMERCIO S/N
ODONTOLOGIA;SEDE CENTRAL;1;MOQUEGUA;GOBIERNO REGIONAL;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;GD-4;00002857;C.S. UBINAS;I-3;NACIONAL;SI;NO;-1638504405;-7085929162;CALLE ANTAPATA S/N
ODONTOLOGIA;SEDE CENTRAL;1;MOQUEGUA;GOBIERNO REGIONAL;MOQUEGUA;MARISCAL NIETO;CARUMAS;GD-4;00002808;P.S. CAMBRUNE;I-2;REGIONAL;NO;NO;-1682438155;-7067862772;CALLE 28 DE JULIO S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;ESSALUD;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;GD-4;00009760;CENTRO MEDICO DE YANAHUANCA;I-3;ESSALUD;NO;NO;-104911471;-765155834;JR. SOLEDAD S/N. DISTRITO DE YANAHUANCA, PROVINCIA DANIEL CARRIÓN Y REGIÓN PASCO
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;GD-5;00000993;CHACAYAN;I-2;NACIONAL;NO;NO;-10436875;-7643911167;CARRETERA PRINCIPAL CHACAYAN - VILCABAMBA
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;DANIEL ALCIDES CARRION;PAUCAR;GD-5;00001201;PAUCAR;I-2;REGIONAL;NO;NO;-1037568667;-76441385;PAUCAR
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;GD-5;00000995;SANTA ANA DE TUSI;I-4;NACIONAL;SI;NO;-1047039497;-7635476769;SANTA ANA DE TUSI S/N
ODONTOLOGIA;SEDE CENTRAL;2;PASCO;GOBIERNO REGIONAL;PASCO;DANIEL ALCIDES CARRION;TAPUC;GD-5;00001207;TAPUC;I-3;NACIONAL;NO;NO;-1044961333;-7646343333;JR JOSE FERREIRA S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;HUANCABAMBA;GD-4;00001073;CENTRO DE SALUD HUANCABAMBA;I-3;NACIONAL;NO;NO;-1042654167;-755248;HUANCABAMBA S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;OXAPAMPA;GD-3;00001089;QUILLAZU;I-2;NACIONAL;NO;NO;-105286752;-7543729535;QUILLAZU S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;PALCAZU;GD-4;00001133;ISCOZACIN;I-4;REGIONAL;NO;NO;-1018735966;-7515109206;ISCOZACIN S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;PUERTO BERMUDEZ;GD-4;00001164;BOCA SAMAYA;I-2;NACIONAL;SI;NO;-1037523094;-7481896676;BOCA SAMAYA S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;PUERTO BERMUDEZ;GD-4;00001156;PUERTO BERMUDEZ;I-4;NACIONAL;NO;NO;-1030006;-74938535;PUERTO BERMUDEZ S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;OXAPAMPA;VILLA RICA;GD-3;00001181;SAN JUAN DE CACAZU;I-3;NACIONAL;NO;NO;-1065664103;-7511535649;CENTRO POBLADO SAN JUAN DE CACAZU
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;CHAUPIMARCA;GD-4;00001009;ULIACHIN;I-3;NACIONAL;NO;NO;-1069105765;-7625575271;AV. CIRCUNVALACION ARENALES NRO 396
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;HUACHON;GD-5;00001048;QUIPARACRA;I-2;NACIONAL;NO;NO;-1064333376;-7586783434;QUIPARACRA S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;HUAYLLAY;GD-4;00001051;HUAYLLAY;I-3;REGIONAL;SI;NO;-10999565;-7636158;HUAYLLAY
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;PALLANCHACRA;GD-5;00001030;PALLANCHACRA;I-2;NACIONAL;NO;NO;-1041495077;-7623403798;PALLANCHACRA S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;PAUCARTAMBO;GD-5;00001110;HUALLAMAYO;I-2;NACIONAL;NO;NO;-1076469;-7571598167;HUALLAMAYOS/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;PAUCARTAMBO;GD-4;00001108;PAUCARTAMBO;I-4;REGIONAL;NO;NO;-1077332713;-7581087888;JR. DOS DE MAYO N° 549
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;SAN FCO DE ASIS DE YARUSYACAN;GD-5;00001014;YARUSYACAN;I-3;NACIONAL;SI;NO;-104879264;-7619660043;ACTUALIZAR
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;SIMON BOLIVAR;GD-4;00000982;RANCAS;I-3;NACIONAL;NO;NO;-1069181248;-763180044;LA MINERIA S/N SAN ANTONIO DE RANCAS
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;VICCO;GD-4;00001071;VICCO;I-2;NACIONAL;NO;NO;-1083759061;-7623861811;VICCO S/N
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;GOBIERNO REGIONAL;PASCO;PASCO;YANACANCHA;GD-3;00006904;VIRGEN DEL ROSARIO;I-2;NACIONAL;NO;NO;-1067610315;-7624899232;LA CULTURA S/N ASENTAMIENTO HUMANO COLUMNA PASCO SECTOR 5
ODONTOLOGIA;SEDE CENTRAL;1;PASCO;SANIDAD DE LA POLICIA NACIONAL DEL PERU;PASCO;PASCO;YANACANCHA;GD-3;00011773;POSTA MEDICA PNP CERRO DE PASCO;I-2;PNP;NO;NO;-106751287;-762652417;ENTRE LAS AVENIDA LOS PROCERES Y LOPEZ ALBUJAR S/N
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;AYABACA;AYABACA;GD-5;00019914;POSTA MÉDICA AYABACA;I-2;ESSALUD;NO;NO;-463929079;-7971436792;CALLE BOLOGNES N° 312
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;HUANCABAMBA;HUANCABAMBA;GD-4;00020625;POSTA MEDICA HUANCABAMBA;I-2;ESSALUD;NO;NO;-523648454;-7945305582;AV CENTENARIO S/N  - HUANCABAMBA
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;MORROPON;CHULUCANAS;GD-3;00019913;CAP II CHULUCANAS;I-3;ESSALUD;NO;NO;-510065291;-8015808408;AV MARIA PARADO DE BELLIDO MZ U LOTE 01 AA.HH. ÑACARA
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;MORROPON;MORROPON;GD-3;00020627;POSTA MEDICA  ESSALUD MORROPON;I-2;ESSALUD;NO;NO;-51886584;-806689193;CALLE LIMA N° 970
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;PIURA;CASTILLA;GD-2;00010243;CAP III CASTILLA;I-3;ESSALUD;NO;NO;-519826667;-8061938167;LEONCIO PRADO  AAHH CALIXTO BALAREZO
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;PIURA;CATACAOS;GD-3;00012319;CENTRO DE ATENCION PRIMARIA-CAP III CATACAOS;I-3;ESSALUD;NO;NO;0;0;JR. ZEPITA Nº 535 Y JR. SAN FRANCISCO Nº 646
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;PIURA;LA UNION;GD-3;00011733;"CENTRO MEDICO ""LEONCIO AMAYA TUME""";I-3;ESSALUD;NO;NO;-540302886;-8074770254;AV.AUGUSTO B. LEGUIA 666
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;PIURA;TAMBO GRANDE;GD-3;00011707;CENTRO MEDICO ESSALUD TAMBOGRANDE;I-2;ESSALUD;NO;NO;-493484743;-8034158084;JIRON LIMA N° 352 TAMBOGRANDE
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;ESSALUD;PIURA;SECHURA;SECHURA;GD-3;00020629;POSTA MEDICA SECHURA;I-2;ESSALUD;NO;NO;-51782884;-806548882;AA.HH. VICTOR RAUL   I ETAPA LAS ORQUIDEAS
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;GOBIERNO REGIONAL;PIURA;AYABACA;MONTERO;GD-4;00001970;CENTRO DE SALUD MONTERO;I-3;NACIONAL;NO;NO;-462984279;-7982472125;JR. PIURA S/N MONTERO
ODONTOLOGIA;SEDE CENTRAL;1;PIURA;GOBIERNO REGIONAL;PIURA;AYABACA;PAIMAS;GD-3;00001959;CENTRO DE SALUD PAIMAS;I-4;NACIONAL;NO;NO;-462478543;-7994771296;AV.FERNANDO BELAUNDE S/N PAIMAS
