"INSTITUCIÓN
OFERTANTE";PROFESIÓN;"SEDE DE
ADJUDICACIÓN";"N°
PLAZAS";"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;"GRADO DE
DIFICULTAD";"CÓDIGO
RENIPRESS";"NOMBRE DE
ESTABLECIMIENTO";CATEGORÍA;PRESUPUESTO;ZAF;ZE
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;HUANCAYO;PILCOMAYO;GD-3;00025776;"POSTA MEDICA
POLICIAL EESTP -
HYO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;JAUJA;JAUJA;GD-3;00011874;"POSTA MEDICA
POLICIAL JAUJA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;SATIPO;MAZAMARI;GD-4;00012454;"POSTA MEDICA
POLICIAL LOS
SINCHIS";I-2;"SIN
PRESUPUESTO";NO;SI
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;SATIPO;SATIPO;GD-3;00011485;POLICIAL SATIPO;I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LA LIBERTAD;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LA LIBERTAD;CHEPEN;CHEPEN;GD-2;00025659;"Puesto de Salud de
la Sanidad PNP.
Chepén";I-1;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LA LIBERTAD;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LA LIBERTAD;TRUJILLO;TRUJILLO;GD-2;00011154;"SANIDAD DE LA
PNP - TRUJILLO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LAMBAYEQUE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LAMBAYEQUE;CHICLAYO;CHICLAYO;GD-1;00011833;"HOSPITAL
REGIONAL
POLICIAL
CHICLAYO";I-4;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;LIMA;GD-1;00017391;POLICLINICO COIP;I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;SAN ISIDRO;GD-1;00012740;"POLICLINICO
POLICIAL
MININTER";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;"SAN JUAN DE
LURIGANCHO";GD-2;00030839;"POLICLINICO
POLICIAL ZARATE";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;SURQUILLO;GD-1;00012885;"POLICLINICO PNP
WALTER ROSALES
LEON";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";3;LIMA ESTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;ATE;GD-2;00012275;"POLICLINICO PNP
DINOES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA ESTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;CHACLACAYO;GD-1;00011227;"POSTA MEDICA
POLICIAL
CHACLACAYO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;CARABAYLLO;GD-2;00012664;"POLICLÌNICO DE
LA POLICÍA
NACIONAL DEL
PERÙ
CARABAYLLO -
DEFENSORES DE
LA DEMOCRACIA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;INDEPENDENCIA;GD-2;00012741;"POSTA MEDICA
POLICIAL
INDEPENDENCIA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;PUENTE PIEDRA;GD-3;00012923;"POSTA MEDICA
POLICIAL ETS
ESCUELA PUENTE
PIEDRA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;"SAN MARTIN DE
PORRES";GD-2;00011876;"POLICLINICO PNP
SAN MARTIN DE
PORRES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;"SAN MARTIN DE
PORRES";GD-1;00012739;"POLICLINICO
POLICIAL SAN
DIEGO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA REGION;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;CAÑETE;"NUEVO
IMPERIAL";GD-2;00017849;"POLICLINICO
POLICIAL CAÑETE";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LIMA REGION;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;HUAURA;SANTA MARIA;GD-2;00010834;"POSTA MEDICA
POLICIAL HUACHO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;LIMA SUR;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;CHORRILLOS;GD-1;00020382;"POLICLINICO
POLICIAL
CHORRILLOS";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LIMA SUR;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;SAN BARTOLO;GD-2;00019390;"POSTA MEDICA
ETS. PNP. SAN
BARTOLO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;LORETO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LORETO;MAYNAS;"SAN JUAN
BAUTISTA";GD-2;00011369;"POLICLINICO
POLICIAL IQUITOS";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;"MADRE DE
DIOS";"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MADRE DE DIOS;TAMBOPATA;TAMBOPATA;GD-1;00009320;"POSTA MEDICA DE
LA PNP";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;MOQUEGUA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MOQUEGUA;ILO;ILO;GD-1;00025870;"POSTA MEDICA
POLICIAL ILO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;MOQUEGUA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MOQUEGUA;"MARISCAL
NIETO";SAMEGUA;GD-2;00015236;"POSTA MEDICA
POLICIAL
MOQUEGUA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;PASCO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PASCO;PASCO;YANACANCHA;GD-3;00011773;"POSTA MEDICA
PNP CERRO DE
PASCO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;PIURA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PIURA;PIURA;CASTILLA;GD-2;00010679;"POLICLINICO PNP
""ALMIRANTE
MIGUEL GRAU""";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;PIURA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PIURA;SULLANA;SULLANA;GD-2;00010688;"POSTA MEDICA
POLICIAL SULLANA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;PUNO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PUNO;PUNO;PUNO;GD-4;00010235;"POLICLINICO DE
SALUD PNP-PUNO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";3;PUNO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PUNO;SAN ROMAN;JULIACA;GD-4;00010236;"POLICLINICO DE
SALUD PNP -
JULIACA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;SAN MARTIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";SAN MARTIN;MOYOBAMBA;MOYOBAMBA;GD-2;00018077;"POLICLINICO
POLICIAL
MOYOBAMBA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;SAN MARTIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";SAN MARTIN;SAN MARTIN;TARAPOTO;GD-3;00020827;"POLICLINICO PNP
TARAPOTO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;SAN MARTIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";SAN MARTÍN;SAN MARTÍN;"LA BANDA DE
SHILCAYO";GD-3;00035261;"POSTA MEDICA
POLICIAL ESCUELA
D EDUCACION
SUPERIOR
PROFESIONAL PNP
TARAPOTO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;SAN MARTIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";SAN MARTÍN;TOCACHE;SANTA LUCIA;GD-3;00025272;"PUESTO
SANITARIO
POLICIAL SANTA
LUCIA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";2;TACNA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";TACNA;TACNA;TACNA;GD-2;00011528;"POLICLINICO
POLICIAL TACNA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;TUMBES;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";TUMBES;TUMBES;TUMBES;GD-1;00012088;"POLICLINICO
POLICIAL ""LA
CRUZ"" TUMBES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";MEDICINA;"SEDE
CENTRAL";4;UCAYALI;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";UCAYALI;"CORONEL
PORTILLO";CALLERIA;GD-2;00010148;"POLICLINICO
POLICIAL
PUCALLPA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";4;AREQUIPA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AREQUIPA;AREQUIPA;CAYMA;GD-2;00011794;"HOSPITAL
REGIONAL PNP
AREQUIPA";II-1;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;AYACUCHO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AYACUCHO;HUANTA;HUANTA;GD-5;00011437;"POSTA MEDICA
PNP HUANTA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;CALLAO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CALLAO;CALLAO;LA PERLA;GD-1;00010557;"POLICLINICO
POLICIAL CALLAO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;CUSCO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CUSCO;CUSCO;SAN SEBASTIAN;GD-3;00011743;"POLICIAL ""SANTA
ROSA"" CUSCO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;CHANCHAMAYO;CHANCHAMAYO;GD-2;00011913;"POSTA MEDICA
POLICIAL LA
MERCED";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;JUNIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";JUNIN;HUANCAYO;HUANCAYO;GD-2;00010710;"POLICLINICO
POLICIAL
HUANCAYO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LA LIBERTAD;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LA LIBERTAD;TRUJILLO;TRUJILLO;GD-2;00011154;"SANIDAD DE LA
PNP - TRUJILLO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LAMBAYEQUE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LAMBAYEQUE;CHICLAYO;CHICLAYO;GD-1;00011833;"HOSPITAL
REGIONAL
POLICIAL
CHICLAYO";I-4;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;LIMA;GD-1;00017391;POLICLINICO COIP;I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;"SAN JUAN DE
LURIGANCHO";GD-2;00030839;"POLICLINICO
POLICIAL ZARATE";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";4;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;SAN MIGUEL;GD-1;00014718;"HOSPITAL
POLICIAL
GERIATRICO SAN
JOSE";II-E;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;LIMA ESTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;ATE;GD-2;00012275;"POLICLINICO PNP
DINOES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LIMA ESTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;CHACLACAYO;GD-1;00011227;"POSTA MEDICA
POLICIAL
CHACLACAYO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;RIMAC;GD-2;00016094;"HOSPITAL PNP
""AUGUSTO B.
LEGUIA""";II-1;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;LIMA NORTE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;"SAN MARTIN DE
PORRES";GD-2;00011876;"POLICLINICO PNP
SAN MARTIN DE
PORRES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;LIMA SUR;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;CHORRILLOS;GD-1;00020382;"POLICLINICO
POLICIAL
CHORRILLOS";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;LORETO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LORETO;MAYNAS;"SAN JUAN
BAUTISTA";GD-2;00011369;"POLICLINICO
POLICIAL IQUITOS";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;PASCO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PASCO;PASCO;YANACANCHA;GD-3;00011773;"POSTA MEDICA
PNP CERRO DE
PASCO";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;PIURA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PIURA;PIURA;CASTILLA;GD-2;00010679;"POLICLINICO PNP
""ALMIRANTE
MIGUEL GRAU""";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;PUNO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PUNO;PUNO;PUNO;GD-4;00010235;"POLICLINICO DE
SALUD PNP-PUNO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";1;PUNO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";PUNO;SAN ROMAN;JULIACA;GD-4;00010236;"POLICLINICO DE
SALUD PNP -
JULIACA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;SAN MARTIN;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";SAN MARTIN;SAN MARTIN;TARAPOTO;GD-3;00020827;"POLICLINICO PNP
TARAPOTO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";NUTRICION;"SEDE
CENTRAL";2;TUMBES;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";TUMBES;TUMBES;TUMBES;GD-1;00012088;"POLICLINICO
POLICIAL ""LA
CRUZ"" TUMBES";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;AMAZONAS;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AMAZONAS;BAGUA;BAGUA;GD-3;00035199;"SANIDAD PNP
BAGUA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;AMAZONAS;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;GD-2;00035992;"POLICLINICO
POLICIAL
CHACHAPOYAS";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;AMAZONAS;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AMAZONAS;UTCUBAMBA;BAGUA GRANDE;GD-3;00018106;"POLICLINICO
POLICIAL BAGUA
GRANDE";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";1;APURIMAC;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";APURIMAC;ABANCAY;ABANCAY;GD-4;00008036;"POLICLINICO
POLICIAL
ABANCAY";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";1;APURIMAC;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";APURIMAC;CHINCHEROS;CHINCHEROS;GD-5;00011894;"POSTA MÉDICA
SANIDAD
CHINCHEROS";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;AREQUIPA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AREQUIPA;AREQUIPA;PAUCARPATA;GD-2;00011664;"POSTA MEDICA
POLICIAL ""SAN
MARTIN DE
PORRES""
AREQUIPA";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;AREQUIPA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";AREQUIPA;ISLAY;MOLLENDO;GD-1;00017336;"POSTA MEDICA
POLICIAL ISLAY";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;CALLAO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CALLAO;CALLAO;CALLAO;GD-2;00010610;"POSTA MEDICA
POLICIAL SEDE
DIRAVPOL";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;CALLAO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CALLAO;CALLAO;CALLAO;GD-2;00010451;"POSTA MÉDICA
POLICIAL VIPOL";I-2;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;CALLAO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CALLAO;CALLAO;LA PERLA;GD-1;00010557;"POLICLINICO
POLICIAL CALLAO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;CUSCO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";CUSCO;CUSCO;SAN SEBASTIAN;GD-3;00011743;"POLICIAL ""SANTA
ROSA"" CUSCO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;ICA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";ICA;CHINCHA;PUEBLO NUEVO;GD-1;00011398;"POLICLINICO
POLICIAL CHINCHA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;ICA;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";ICA;ICA;ICA;GD-1;00010900;"POLICLINICO
POLICIAL ICA";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;LA LIBERTAD;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LA LIBERTAD;CHEPEN;CHEPEN;GD-2;00025659;"Puesto de Salud de
la Sanidad PNP.
Chepén";I-1;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;LA LIBERTAD;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LA LIBERTAD;TRUJILLO;TRUJILLO;GD-2;00011154;"SANIDAD DE LA
PNP - TRUJILLO";I-3;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";2;LAMBAYEQUE;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LAMBAYEQUE;CHICLAYO;CHICLAYO;GD-1;00011833;"HOSPITAL
REGIONAL
POLICIAL
CHICLAYO";I-4;"SIN
PRESUPUESTO";NO;NO
"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";OBSTETRICIA;"SEDE
CENTRAL";1;LIMA CENTRO;"SANIDAD DE
LA POLICIA
NACIONAL
DEL PERU";LIMA;LIMA;SURQUILLO;GD-1;00012885;"POLICLINICO PNP
WALTER ROSALES
LEON";I-3;"SIN
PRESUPUESTO";NO;NO
